"Registrant","Registration #","RegistrationDate","TerminationDate"
"Johnson, Smith, Dover, Kitzmiller & Stewart, Inc.","4766","02/12/1993","08/31/1996"
"Johnston, J. Bennett","5515","08/09/2002","08/09/2002"
"Johnston, Rod K.","4116","04/07/1988","12/13/1988"
"Jon F. Ash & Associates","3943","03/05/1987","09/05/1989"
"Jonathan Dart","7253","04/03/2023","08/31/2023"
"Jones Day","3427","12/10/1982","03/31/2009"
"Jones Walker, LLP","6165","04/15/2013","10/15/2013"
"Jones, B. Calvin","3150","09/19/1980","03/01/1984"
"Jones, B. Calvin","3800","03/19/1986","01/12/1987"
"Jones, Brakeley & Rockwell, Inc.","2501","03/04/1974","08/16/1974"
"Jones, Day, Reavis & Pogue","2981","11/30/1978","11/28/1980"
"Jones, Michael J.","5180","05/15/1997","11/30/1997"
"Jones, Robert Nagel","1220","04/21/1959","04/21/1959"
"Jones, Stacy V.","264","06/12/1944","12/04/1944"
"Jones, Theodore L. (TED)","5520","10/01/2002","10/31/2003"
"Jones, Walker, Waechter, Poitevent, Carrere & Denegre, LLP","5355","01/31/2000","12/31/2011"
"Jordan Tourism Information Service","1788","09/08/1964","09/08/1964"
"Jordan Tourism Office","2534","09/11/1974","03/11/1976"
"Jordan, H.A.","95","08/14/1942","03/11/1943"
"Jordan, McGrath, Case & Taylor, Inc.","3182","12/19/1980","12/31/1989"
"Jorgen Jahre, Thor","2737","11/22/1976","11/22/1979"
"Joseph Napolitan Associates, Inc.","2728","10/20/1976","06/14/1982"
"Joyce Jr., William R.","1647","07/29/1963","01/29/1969"
"Joyce Jr., William R.","2503","03/06/1974","04/10/1975"
"Joyce Jr., William R.","2235","01/06/1971","11/12/1971"
"Jules A. Des Angles Company, Inc.","1432","03/06/1961","03/06/1961"
"Jules Lippit Advertising, Inc.","1696","03/03/1964","03/19/1969"
"Jules-Bois, Henri Antoine","51","07/16/1942","03/15/1943"
"Julius Klein Public Relations","975","09/07/1956","10/26/1967"
"Junta Nacional De Turismo De Panama E Informacion","451","04/09/1947","12/31/1956"
"Junta de Cultura Espanola","273","07/31/1944","09/03/1968"
"Junta de Liberacion Cubana","1086","11/27/1957","04/22/1958"
"Jurdem Associates, Inc.","3768","01/14/1986","10/30/1986"
"Jurdem Thomas Associates","3026","05/22/1979","05/06/1980"
"Jurgen Hartmann Agency","2395","11/30/1972","06/27/1986"
"Jurgen Hartmann Agency","1874","03/23/1965","06/03/1965"
"Just Consulting LLC","6137","09/25/2012","01/11/2013"
"Justice International","3534","10/28/1983","04/03/1985"
"K&L Gates, LLP","6331","12/18/2015","09/15/2023"
"KAConsulting LLC","7437","08/02/2024",""
"KARV Communications, Inc.","6162","04/08/2013",""
"KBS America, Inc.","5684","05/17/2005",""
"KBS Associates","3124","07/28/1980","11/09/1982"
"KBS LA, Inc.","3792","03/11/1986","03/31/2008"
"KCM International, Inc.","5170","04/11/1997","04/30/1998"
"KCM International, Inc.","4951","09/26/1994","09/30/1996"
"KGlobal","6219","04/29/2014","07/31/2014"
"KMC Trading","4639","03/20/1992","09/30/1996"
"KMT Representative Office in the United States","7093","03/09/2022",""
"KOTRA","1619","04/17/1963",""
"KP Public Affairs, LLC","6248","09/09/2014","01/13/2017"
"KRL International, LLC","5788","01/26/2007",""
"KRV International Group, Inc.","4177","09/21/1988","04/24/1990"
"KSO Worldwide Inc.","7038","11/07/2021","11/07/2021"
"KWR International, Inc.","5119","07/02/1996","03/31/2013"
"Kaczmarek, Lukas Jan","7095","03/14/2022","05/27/2022"
"Kaghan, Theodore","2677","04/01/1976","12/31/1977"
"Kaiser, Donald","5107","04/30/1996","10/31/2002"
"Kallman, Gerald G.","2897","05/08/1978","08/15/1996"
"Kalnins, Ojars Erik","4457","12/31/1990","02/04/1993"
"Kalugin, Oleg Danilovich","1375","07/07/1960","01/07/1964"
"Kamber Group","4583","11/05/1991","11/01/1991"
"Kamber Group","4150","07/06/1988","02/10/1989"
"Kamber Group","5663","12/22/2004","12/31/2005"
"Kaminsky, Phyllis","4549","07/26/1991","08/31/1992"
"Kanan, Corbin, Schupak & Aronow, Inc.","4128","04/19/1988","11/13/1990"
"Kangles, Constantine N.","1237","06/15/1959","02/15/1961"
"Kanner & Avakian Associates","3342","03/04/1982","12/30/1982"
"Kanner Security Group, Inc.","3310","11/27/1981","12/31/1982"
"Kaplan & Cavallo","1708","04/08/1964","10/18/1966"
"Kaplan, Russin & Vecchi","3368","05/10/1982","12/09/1987"
"Kaplan, Russin & Vecchi","4092","02/11/1988","09/11/1992"
"Kaplan, Russin & Vecchi","3238","05/08/1981","12/31/1981"
"Kaplan, Sheldon Z.","2596","07/14/1975","07/01/1976"
"Kaplan, Sheldon Z.","2247","03/10/1971","04/18/1975"
"Kaplan, Sheldon Z.","3417","10/12/1982","09/29/1983"
"Kaplan, Sheldon Z.","2797","06/27/1977","05/31/1978"
"Kaplan, Sheldon Z.","1344","03/28/1960","03/02/1966"
"Kar-Mar Company LLC d/b/a CBRNE Response Solutions","6551","05/03/2018","11/30/2018"
"Karalekas & McCahill","4183","10/07/1988","01/04/1993"
"Karas, Dr. Frantisek","510","01/29/1948","03/15/1948"
"Karayorghis, Kostas","308","07/09/1945","07/09/1945"
"Kardwell Associates, Inc.","3174","12/01/1980","04/13/1984"
"Karen Weiner Escalera Associates, Inc.","3405","08/27/1982","02/27/1997"
"Karen Weiner Escalera Associates, Inc.","5412","02/26/2001","12/31/2001"
"Karev, Nikolai N.","986","11/29/1956","05/29/1961"
"Karol Media, Inc.","5228","01/15/1998","01/31/2000"
"Kashmir Action Network, LLC","6912","01/21/2021",""
"Kaskel, Joseph","213","10/02/1943","10/02/1945"
"Kasowitz Benson Torres LLP","7558","03/22/2025",""
"Kasowitz Benson Torres, LLP","6863","08/28/2020","02/17/2021"
"Kasowitz, Benson, Torres and Friedman, LLP","6197","11/19/2013","12/31/2014"
"Kassatly, Richard","2430","05/31/1973","12/12/1974"
"Kassinger, Theodore W.","3846","06/24/1986","07/24/1987"
"Kastor, Hilton, Chesley, Clifford & Atherton, Inc.","1372","06/17/1960","03/10/1961"
"Kastor, Hilton, Chesley, Clifford & Atherton, Inc.","1460","06/26/1961","06/20/1963"
"Kastor, Hilton, Chesley, Clifford & Atherton, Inc.","1862","03/02/1965","03/24/1966"
"Katanga Information Services","1399","09/30/1960","03/31/1963"
"Kathleen Winn & Associates, Inc.","4480","03/04/1991","03/31/1998"
"Katten, Muchin & Zavis","4825","07/01/1993","02/22/1995"
"Katz, Howard B.","4721","10/19/1992","02/01/1995"
"Katz, Samuel","2786","06/09/1977","05/18/1978"
"Katzen, Bernard","2859","01/31/1978","07/19/1979"
"Kaufman & Maraffi, Inc.","3333","02/12/1982","04/17/1986"
"Kay Collyer & Boose, LLP","5341","11/08/1999","05/31/2000"
"Kay, Robert A.","3677","05/14/1985","04/15/1986"
"Kaye, Bernard","4627","03/06/1992","09/23/1992"
"Kaye, Scholer, Fierman, Hays & Handler","3221","03/31/1981","05/02/1986"
"Kaye, Scholer, Fierman, Hays & Handler, L.L.P.","4892","02/07/1994","02/28/1999"
"Kazan, Yanal","4875","12/06/1993","06/30/1999"
"Kazaz & Associates, Inc.","4795","04/13/1993","03/03/1994"
"Kearns International","2542","10/24/1974","11/05/1979"
"Kearns International","2531","08/27/1974","10/17/1974"
"Kearsarge Global Advisors","5780","12/08/2006","06/30/2007"
"Keating Group, Inc.","2478","11/23/1973","03/11/1993"
"Keating Public Relations, Inc.","5454","08/23/2001","09/30/2003"
"Keats, Allen & Keats","921","11/30/1955","05/30/1956"
"Keck, Mahin & Cate","5032","03/27/1995","12/31/1995"
"Keefe Company","3217","03/27/1981","09/03/1981"
"Keene & Associates","4511","05/14/1991","09/30/2009"
"Keene Jr., John Macauley","1659","10/04/1963","12/31/1964"
"Keene, David A. d/b/a Keene Consulting","6608","11/06/2018","04/30/2020"
"Keene, Monk & Associates, Inc.","3721","08/19/1985","09/26/1986"
"Keene, Shirley & Associates, Inc.","3997","06/19/1987","06/19/1991"
"Keesing, John Maurice","1091","11/27/1957","12/04/1964"
"Kehr, Ernest A.","1219","04/16/1959","10/24/1966"
"Kekst & Company","2618","10/15/1975","05/17/1979"
"Kekst & Company, Inc.","4342","02/21/1990","10/02/1992"
"Keller & Heckman, L.L.P.","5017","04/25/1995","10/30/1998"
"Kelley Swofford Roy Helmke, Inc.","5182","06/04/1997","12/31/1997"
"Kelley Swofford Roy, Inc.","5104","04/04/1996","04/30/1998"
"Kelley, Drye & Warren","3681","05/23/1985","09/09/1993"
"Kelley, Drye & Warren","3805","04/01/1986","04/01/1986"
"Kelley, Ziba Jurenaite","4620","11/13/1991","11/30/1993"
"Kelly, Eugene","1327","02/05/1960","02/05/1960"
"Kelly, Eugene","739","08/26/1952","08/26/1952"
"Kelly, John C.","72","07/30/1942","01/30/1943"
"Kelly, Nason, Inc.","71","07/30/1942","07/30/1975"
"Kelly, Paul D.","4130","04/20/1988","04/20/1994"
"Kelly, Scott and Madison, Inc.","7402","05/02/2024",""
"Kelly-Kramer, Inc.","610","02/07/1950","04/15/1950"
"Kem, James P.","776","06/23/1953","12/23/1960"
"Kemp Goldberg Partners, LLC","6252","09/24/2014","09/24/2014"
"Kemp Partners","5690","06/24/2005","12/31/2005"
"Kenmore Associates","964","07/30/1956","07/23/1958"
"Kennedy, Cornelius B.","3460","04/20/1983","05/22/1984"
"Kennedy, David William","5688","06/08/2005","06/30/2006"
"Kennedy, King","1849","02/02/1965","02/15/1966"
"Kennedy, Webster & Gardner","2690","05/06/1976","07/31/1978"
"Kennedy, William R.","4432","11/13/1990","06/30/1991"
"Kenneth G. Olson, Inc.","2877","03/28/1978","05/01/1979"
"Kenneth G. Smith & Associates, Inc.","1943","12/06/1965","08/02/1966"
"Kent & O'Connor, Inc.","4963","10/13/1994","04/30/1995"
"Kerr, John G.","4418","10/05/1990","10/31/1996"
"Kesti, Michael Wayne","7375","02/24/2024",""
"Ketchum Communications Holdings, Inc.","2386","10/17/1972","12/01/1982"
"Ketchum Communications, Inc.","5105","04/12/1996","04/30/1998"
"Ketchum Communications, Inc., Through Ketchum P.R., New York","4254","05/17/1989","06/29/1990"
"Ketchum Inc. NY","5758","05/09/2006","05/01/2018"
"Ketchum Washington","5719","11/02/2005","05/31/2006"
"Ketchum, Inc.","7096","03/15/2022","10/01/2022"
"Key Bridge International, Inc.","4145","05/27/1988","12/15/1988"
"Key Bridge International, Inc.","4708","09/21/1992","06/03/1994"
"Keybridge Communications LLC","6450","08/02/2017","02/16/2018"
"Keys Group, LLC","7274","05/18/2023",""
"Keystone Strategic Advisers, LLC","6494","12/01/2017","02/01/2018"
"Keystone Strategic Advisers, LLC","6660","04/10/2019","06/12/2019"
"Khalif, Farhio Mohamud","7314","08/19/2023",""
"Khan, Qamar Zaman","6859","08/26/2020","02/28/2021"
"Khomutov, Andrey Vladimirovich","6867","09/10/2020","09/10/2020"
"Ki, Fiona","5930","04/15/2009","04/30/2010"
"Kidder, Peabody & Company, Inc.","2906","06/02/1978","08/06/1982"
"Kidder, Peabody & Company, Inc.","4155","06/23/1988","12/18/1989"
"Kilgore & Kilgore, Inc.","3369","05/13/1982","07/19/1985"
"Kilgore, Donald E.","4851","09/27/1993","03/31/1995"
"Kilmarx, Robert A.","3833","05/19/1986","02/09/1993"
"Kilpatrick & Cody","3610","08/29/1984","03/16/1989"
"Kilpatrick & Lockhart","3486","06/15/1983","12/18/1985"
"Kim, Hyun Dae","7441","08/12/2024",""
"Kim, Nam K.","5595","01/12/2004","03/01/2004"
"Kim, Nancy Myung-Jin","6430","05/12/2017","05/19/2017"
"Kimbell & Sherman","4105","03/17/1988","08/02/1993"
"Kimbell Sherman & Ellis","4506","04/25/1991","10/31/1997"
"Kindel Gagan","6346","03/29/2016","03/01/2017"
"King & Spalding","3812","04/10/1986","05/26/1987"
"King & Spalding","4352","03/16/1990","04/28/1995"
"King & Spalding LLP","6501","12/21/2017",""
"King & Spalding, LLP","6307","07/24/2015","07/31/2017"
"King, David S.","3398","08/11/1982","02/01/1984"
"King, Isaiah","7224","01/30/2023",""
"King, Richard C.","2886","04/18/1978","10/18/1978"
"Kingery, Samet & Sorini, PLLC","6465","09/15/2017","12/15/2020"
"Kingsley, Sara","6665","04/15/2019","05/10/2019"
"Kinijit International R.D.A., Inc.","5790","02/02/2007","08/31/2007"
"Kirby, Gillick, Schwartz & Tuohey, P.C.","3525","10/03/1983","10/08/1985"
"Kirby, Gillick, Schwartz & Tuohey, P.C.","3851","07/07/1986","02/26/1987"
"Kirby, John David","7389","03/27/2024",""
"Kirghizstan International, Inc.","4607","01/14/1992","03/31/1995"
"Kirkland & Ellis","4558","08/22/1991","05/03/1995"
"Kirkpatrick & Lockhart Preston Gates Ellis LLP","5652","10/22/2004","04/30/2008"
"Kirkwood, Kaplan, Russin & Vecchi","2875","03/28/1978","02/11/1981"
"Kiselev, Aleksei","5572","08/01/2003","12/31/2004"
"Kissick, William J.","3644","01/24/1985","06/29/1990"
"Kit Bond Strategies, LLP","6486","11/09/2017","11/30/2018"
"Kivvit, LLC","6839","07/30/2020","07/01/2022"
"Kleban & Samor, P.C.","4653","04/24/1992","12/31/1992"
"Klein & Saks","1234","06/03/1959","06/03/1961"
"Klein & Saks","844","09/01/1954","09/01/1956"
"Klein Partnership","3878","08/27/1986","12/31/1989"
"Klein/Johnson Group LLC","7049","11/30/2021",""
"Kleindienst, Richard G.","2483","12/14/1973","07/21/1976"
"Klemow, Marvin G.","2919","05/25/1978","02/13/1997"
"Klemow, Marvin G.","2800","06/20/1977","06/20/1978"
"Klinger Group","4004","07/07/1987","02/12/1988"
"Knauer & Associates, Inc.","3265","08/05/1981","12/01/1981"
"Knauth, Arnold Whitman","45","07/14/1942","02/01/1952"
"Knight, Harold Dean","6499","12/13/2017","12/28/2017"
"Knorr, D. James","4642","04/03/1992","04/30/1998"
"Kobe Trade Information Office","2438","07/02/1973",""
"Kobre & Kim LLP","6250","09/18/2014","05/29/2015"
"Kobre & Kim LLP","6604","10/31/2018",""
"Koehler, John Theodore","794","10/22/1953","10/22/1955"
"Koenig Communications LLC","7068","01/11/2022","06/17/2022"
"Koenig, Harry D.","151","10/29/1942","04/29/1945"
"Koepenick & O'Grady","1558","07/16/1962","07/16/1962"
"Koerner, Paul K.","3162","11/04/1980","04/28/1982"
"Kofoed, John C. (Jack)","756","02/05/1953","11/15/1953"
"Kohn, Nathan Stolzer","668","04/16/1951","04/16/1952"
"Kojima & International Associates, Inc.","5395","11/09/2000","04/06/2006"
"Kokora, Pascal D.","5687","06/02/2005","06/30/2010"
"Kolakowski, Wladislaw","1335","03/02/1960","03/02/1976"
"Kolby, Edmund","1249","07/24/1959","07/24/1959"
"Kolonia, Peter V.","226","12/18/1943","06/18/1945"
"Kondrashov, Stanislav N.","1499","12/07/1961","06/07/1967"
"Koons, Charles A.","1328","02/11/1960","08/11/1962"
"Koppe International, Ltd.","2115","12/02/1968","07/19/1971"
"Koppel, Yehuda","558","01/24/1949","01/24/1950"
"Korea - U.S. Consulting, Inc. (KCI)","5480","03/04/2002","03/31/2006"
"Korea - United States Exchange Council","5453","08/22/2001","02/28/2005"
"Korea Economic Institute","3327","02/01/1982",""
"Korea Economic Institute of America","7471","09/30/2024","09/30/2024"
"Korea International Trade Association","3636","12/21/1984","12/31/1999"
"Korea International Trade Association, Inc.","2686","04/23/1976","08/31/2023"
"Korea Local Government Center (KLAFIR, America)","5080","11/24/1995","10/29/2009"
"Korea Machinery Corporation","3335","02/24/1982","05/15/1985"
"Korea National Tourism Organization, Chicago","3069","11/23/1979","01/31/2011"
"Korea National Tourism Organization, Los Angeles","2544","10/25/1974",""
"Korea National Tourism Organization, New Jersey","2614","10/04/1975",""
"Korea SMEs and Startups Agency USA Office","6195","11/18/2013",""
"Korea Tourist Association","1656","09/06/1963","12/20/1967"
"Korea Tourist Service","2335","04/25/1972","08/31/1972"
"Korea Trade Center, Atlanta","2760","03/14/1977","07/02/1986"
"Korea Trade Center, Chicago","2648","12/31/1975","12/31/1996"
"Korea Trade Center, Dallas","2652","01/16/1976","07/16/1996"
"Korea Trade Center, Detroit","3016","05/04/1979","04/23/1985"
"Korea Trade Center, Los Angeles","2646","12/19/1975","12/31/1996"
"Korea Trade Center, Miami","2758","02/28/1977","08/28/1996"
"Korea Trade Center, New Orleans","3010","04/02/1979","09/03/1985"
"Korea Trade Center, San Francisco","2660","02/13/1976","01/07/1985"
"Korea Trade Center, Seattle","2495","02/19/1974","11/06/1984"
"Korea Trade Office, Miami","2493","02/05/1974","05/21/1975"
"Korea Trade Promotion Center, San Juan","2552","01/10/1975","02/22/1982"
"Korea Trade Promotion Corporation, Atlanta","2491","01/30/1974","04/30/1975"
"Korea Trade Promotion Office, Denver","2499","02/28/1974","06/02/1975"
"Korean Affairs Institute, Inc.","251","05/04/1944","11/04/1944"
"Korean Commission","155","11/13/1942","11/15/1948"
"Korean Independence","266","06/20/1944","12/20/1945"
"Korean National Revolutionary Party, Hawaii","254","05/23/1944","05/23/1947"
"Korean National Revolutionary Party, Los Angeles","207","09/13/1943","05/05/1946"
"Korean Research & Information Office","761","03/18/1953","03/31/1962"
"Korean-American Council","161","12/07/1942","12/07/1946"
"Koren, Louis","73","07/30/1942","01/30/1947"
"Korn, David A.","4773","03/03/1993","03/31/1995"
"Kornegay, Francis Albert, Jr.","5168","04/01/1997","04/30/1997"
"Korth, Fred","2781","05/11/1977","08/08/1979"
"Kosidowski, Dr. Zenon","595","11/03/1949","05/03/1951"
"Kossowski, Yisrael (Sroel) Mereminski","297","03/22/1945","03/22/1945"
"Kracik, Jarmila","725","05/12/1952","05/12/1958"
"Krainin, Harold Lawrence","1942","12/01/1965","12/06/1967"
"Kramer, Charles","831","06/04/1954","05/20/1968"
"Kramer, Marx, Greenlee & Backus","1293","11/09/1959","11/17/1967"
"Kreab Gavin Anderson (USA), Inc.","5824","08/09/2007","05/15/2011"
"Kreis & Kreis","1015","03/29/1957","03/29/1959"
"Kreisinger, Robert","641","09/20/1950","02/18/1966"
"Krentz, Hugh A.","3895","10/09/1986","12/31/1990"
"Kreuger, Ralph W.","4391","06/29/1990","06/30/1991"
"Kridl, Manfred","253","05/16/1944","05/16/1946"
"Krier-Becker, Lily","82","08/05/1942","02/15/1943"
"Krock-Erwin Associates, Inc.","823","04/16/1954","02/09/1956"
"Krock-Erwin Associates, Inc.","730","06/18/1952","12/18/1952"
"Kroloff, Marshall & Associates","3947","03/17/1987","08/02/1993"
"Kronmiller, Theodore George","4649","04/17/1992","04/30/2008"
"Krosney Productions, Ltd.","2180","01/16/1970","07/16/1971"
"Krupavicius, Mykolas","566","03/08/1949","03/08/1949"
"Krupnick Campbell Malone Buser Slama Hancock, P.A.","7520","01/16/2025",""
"Kruse, Thomas A.","5762","07/19/2006","07/31/2008"
"Krylov, Mikhail Victorovich","1854","02/12/1965","10/25/1966"
"Kuett & Company, Inc.","4491","04/01/1991","04/30/1993"
"Kuett Communications, Inc.","5027","06/22/1995","01/02/1998"
"Kuhn, James F.","5446","07/12/2001","01/31/2003"
"Kulberg, Raoul F.","1346","03/30/1960","03/30/1960"
"Kulka, Ervin","745","11/04/1952","11/04/1952"
"Kunen, James L.","1450","05/15/1961","06/15/1963"
"Kunin, Daniel Louis","5911","02/23/2009","12/31/2009"
"Kuomintang of China","282","01/01/1945","01/01/1988"
"Kurdish Advisory Group LLC","7329","10/05/2023","04/30/2024"
"Kurdish Protection Action Committee","7213","01/06/2023",""
"Kurdistan Regional Government - Liaison Office - USA","5783","12/28/2006",""
"Kurdyumov, Nikolai V.","1115","02/07/1958","07/17/1962"
"Kurdyumov, Nikolai V.","1948","12/23/1965","06/23/1970"
"Kurzban, Kurzban, Weinger & Tetzeli, P.A.","4604","12/31/1991","06/30/2004"
"Kutylowski, Roman Marius","206","08/30/1943","03/01/1948"
"Kuykendall, Gregory J., PC","5917","03/09/2009",""
